Clm_Count;Exp_weights;SexInsured;Female;VehicleType;NCD;AgeCat;VAgeCat
0;0.134154689;M;0;A;50;4;0
0;0.167008898;M;0;A;0;3;0
0;0.084873374;M;0;A;10;3;0
0;0.654346338;M;0;A;0;4;0
0;0.90349076;M;0;A;0;5;0
0;0.084873374;M;0;A;10;4;0
0;0.084873374;M;0;A;40;5;0
0;0.084873374;M;0;A;20;6;0
0;0.607802875;M;0;A;0;4;0
0;0.24366872;M;0;A;0;3;0
0;0.684462697;M;0;A;40;5;0
0;0.41889117;M;0;A;50;5;0
0;0.670773443;M;0;A;50;5;0
0;0.999315537;F;1;A;50;3;0
0;0.454483231;M;0;A;0;3;0
0;0.670773443;M;0;A;50;4;0
0;0.405201917;M;0;A;0;3;0
0;0.167008898;M;0;A;0;4;0
0;0.952772074;M;0;A;0;3;0
0;0.481861739;M;0;A;50;4;0
0;0.999315537;M;0;A;40;5;0
0;0.465434634;F;1;A;10;3;0
0;0.944558522;F;1;A;40;2;0
0;0.914442163;M;0;A;30;6;6
0;0.914442163;M;0;A;50;5;0
0;0.167008898;M;0;A;50;4;0
0;0.914442163;F;1;A;20;5;0
0;0.079397673;M;0;A;0;3;0
0;0.843258042;M;0;A;10;2;0
0;0.662559891;M;0;A;30;3;0
0;0.837782341;M;0;A;50;5;0
0;0.473648186;M;0;A;40;3;0
0;0.334017796;M;0;A;20;4;0
0;0.306639288;M;0;A;50;4;0
0;0.837782341;M;0;A;10;3;0
0;0.837782341;F;1;A;0;4;0
0;0.391512663;M;0;A;50;3;0
0;0.142368241;M;0;A;20;4;0
0;0.752908967;M;0;A;50;4;0
0;0.807665982;F;1;A;50;3;1
0;0.251882272;M;0;A;20;5;0
0;0.733744011;M;0;A;10;4;0
0;0.914442163;M;0;A;50;4;0
0;0.167008898;M;0;A;10;3;0
0;0.865160849;M;0;A;10;4;0
0;0.167008898;M;0;A;50;5;0
0;0.41889117;M;0;A;50;3;0
0;0.733744011;F;1;A;0;4;0
0;0.503764545;F;1;A;50;4;0
0;0.309377139;M;0;A;0;4;0
0;0.525667351;M;0;A;10;3;0
0;0.999315537;M;0;A;50;5;0
0;0.372347707;M;0;A;20;5;0
0;0.013689254;M;0;A;30;2;0
0;0.240930869;M;0;A;0;3;0
0;0.65982204;M;0;A;30;4;1
0;0.670773443;M;0;A;0;4;0
0;0.503764545;M;0;A;0;2;0
0;0.41889117;M;0;A;20;5;0
0;0.079397673;M;0;A;0;5;0
0;0.681724846;F;1;A;0;3;0
0;0.952772074;M;0;A;50;4;0
0;0.334017796;M;0;A;50;5;0
0;0.41889117;M;0;A;50;5;0
0;0.413415469;M;0;A;40;6;0
0;0.41889117;M;0;A;10;3;0
0;0.670773443;M;0;A;10;4;0
0;0.295687885;M;0;A;50;5;0
0;0.837782341;M;0;A;50;5;1
1;0.657084189;F;1;A;0;3;0
0;0.83504449;F;1;A;50;4;2
0;0.752908967;M;0;A;50;6;0
0;0.837782341;F;1;A;0;4;0
1;0.698151951;M;0;A;50;5;0
0;0.670773443;M;0;A;10;3;0
0;0.167008898;M;0;A;50;6;0
0;0.585900068;M;0;A;10;3;0
0;0.240930869;M;0;A;0;3;0
0;0.684462697;M;0;A;0;3;0
0;0.084873374;M;0;A;50;4;0
0;0.670773443;M;0;A;0;6;0
1;0.240930869;M;0;A;50;3;0
0;0.084873374;M;0;A;40;4;0
0;0.583162218;M;0;A;30;3;0
0;0.506502396;M;0;A;50;4;0
0;0.344969199;M;0;A;30;3;0
1;0.733744011;M;0;A;50;4;0
0;0.752908967;M;0;A;50;5;0
0;0.654346338;M;0;A;0;3;0
0;0.032854209;M;0;A;30;3;0
0;0.503764545;M;0;A;30;3;0
0;0.205338809;M;0;A;0;4;0
0;0.999315537;F;1;A;10;4;0
0;0.375085558;M;0;A;0;3;0
0;0.17522245;M;0;A;0;3;0
0;0.908966461;F;1;A;0;3;0
0;0.503764545;M;0;A;50;4;0
1;0.421629021;M;0;A;0;4;0
0;0.271047228;M;0;A;20;3;0
0;0.999315537;M;0;A;50;3;0
0;0.936344969;M;0;A;10;6;0
0;0.999315537;M;0;A;50;4;0
0;0.662559891;M;0;A;0;2;0
0;0.183436003;M;0;A;50;4;0
0;0.999315537;F;1;A;50;3;0
0;0.41889117;M;0;A;10;3;0
0;0.388774812;M;0;A;0;3;0
0;0.914442163;M;0;A;50;4;0
0;0.314852841;F;1;A;10;4;0
0;0.290212183;M;0;A;0;4;0
0;0.13963039;M;0;A;40;3;0
0;0.914442163;M;0;A;30;3;0
0;0.837782341;M;0;A;50;3;0
0;0.837782341;M;0;A;50;3;0
0;0.574948665;M;0;A;0;3;0
0;0.837782341;M;0;A;50;5;0
0;0.837782341;M;0;A;50;5;0
0;0.375085558;M;0;A;0;3;0
0;0.876112252;M;0;A;20;3;0
0;0.334017796;M;0;A;50;5;0
0;0.999315537;M;0;A;50;6;0
0;0.752908967;F;1;A;10;4;0
0;0.752908967;M;0;A;0;3;0
0;0.670773443;M;0;A;50;7;0
0;0.889801506;M;0;A;0;5;0
0;0.670773443;M;0;A;10;3;0
0;0.635181383;F;1;A;0;2;0
0;0.167008898;M;0;A;50;4;0
0;0.084873374;M;0;A;0;5;0
0;0.761122519;F;1;A;0;2;0
0;0.585900068;M;0;A;30;4;0
0;0.914442163;M;0;A;40;5;0
0;0.41889117;M;0;A;10;4;0
0;0.377823409;M;0;A;30;4;0
0;0.531143053;M;0;A;40;5;0
0;0.503764545;M;0;A;50;5;0
0;0.914442163;M;0;A;50;5;0
0;0.402464066;M;0;A;40;7;0
0;0.049281314;M;0;A;50;3;0
0;0.41889117;M;0;A;50;3;6
0;0.334017796;M;0;A;40;3;0
0;0.503764545;U;0;W;0;0;0
0;0.41889117;M;0;A;30;4;0
0;0.900752909;M;0;A;0;3;0
0;0.334017796;M;0;A;50;4;0
0;0.334017796;M;0;A;20;3;0
0;0.999315537;M;0;A;50;3;0
0;0.164271047;M;0;A;30;3;2
0;0.752908967;M;0;A;10;4;0
0;0.670773443;M;0;A;40;4;0
0;0.101300479;M;0;A;10;3;0
2;0.752908967;M;0;A;30;4;0
0;0.084873374;M;0;A;50;5;0
0;0.761122519;M;0;A;0;3;6
0;0.999315537;M;0;A;50;4;0
0;0.334017796;F;1;A;40;4;0
1;0.900752909;M;0;A;0;3;0
0;0.588637919;M;0;A;40;4;0
0;0.142368241;M;0;A;0;3;0
0;0.503764545;M;0;A;50;4;0
0;0.999315537;M;0;A;50;5;0
0;0.301163587;F;1;A;10;3;0
0;0.161533196;M;0;A;0;4;0
0;0.490075291;M;0;A;30;4;0
0;0.468172485;M;0;A;0;3;0
0;0.41889117;F;1;A;20;4;0
0;0.906228611;M;0;A;50;4;0
0;0.752908967;M;0;A;10;5;0
0;0.021902806;M;0;A;0;3;0
0;0.769336071;M;0;A;20;5;0
0;0.41889117;F;1;A;20;3;0
0;0.999315537;M;0;A;0;6;0
0;0.156057495;F;1;A;50;4;0
0;0.87063655;F;1;A;50;5;0
0;0.837782341;M;0;A;50;4;0
0;0.941820671;F;1;A;0;4;2
0;0.561259411;M;0;A;50;5;0
0;0.101300479;M;0;A;50;4;0
0;0.065708419;M;0;A;10;4;0
0;0.832306639;M;0;A;0;4;0
0;0.251882272;M;0;A;50;3;0
0;0.251882272;M;0;A;50;5;0
0;0.752908967;M;0;A;50;3;0
0;0.314852841;M;0;A;20;4;2
0;0.752908967;M;0;A;30;2;0
0;0.585900068;M;0;A;10;3;0
0;0.457221082;M;0;A;50;4;0
0;0.41889117;M;0;A;50;3;0
0;0.670773443;M;0;A;50;3;0
0;0.580424367;M;0;A;0;3;0
0;0.83504449;M;0;A;50;4;0
0;0.670773443;M;0;A;50;3;0
0;0.325804244;M;0;A;0;3;0
0;0.331279945;M;0;A;30;4;0
0;0.402464066;M;0;A;50;5;0
0;0.084873374;M;0;A;50;4;0
0;0.251882272;M;0;A;50;6;0
1;0.643394935;M;0;A;0;4;0
0;0.585900068;M;0;A;50;4;0
0;0.503764545;M;0;A;30;4;0
0;0.284736482;M;0;A;0;3;0
0;0.503764545;M;0;A;50;4;0
1;0.303901437;M;0;A;50;4;1
0;0.999315537;M;0;A;10;3;0
0;0.295687885;F;1;A;40;4;1
0;0.336755647;M;0;A;40;4;0
0;0.41889117;M;0;A;0;3;0
0;0.684462697;M;0;A;50;3;1
0;0.41889117;M;0;A;10;4;0
0;0.380561259;M;0;A;50;4;0
0;0.391512663;M;0;A;0;4;0
0;0.41889117;M;0;A;20;3;0
0;0.314852841;M;0;A;20;4;0
0;0.837782341;M;0;A;50;5;0
0;0.334017796;M;0;A;30;3;0
0;0.443531828;M;0;A;50;4;0
0;0.323066393;M;0;A;10;4;0
0;0.331279945;M;0;A;40;4;0
0;0.334017796;M;0;A;50;3;0
0;0.41889117;F;1;A;20;6;0
0;0.334017796;M;0;A;50;4;0
1;0.681724846;M;0;A;0;4;0
0;0.837782341;M;0;A;20;5;0
0;0.443531828;M;0;A;0;2;0
0;0.747433265;M;0;A;0;4;0
0;0.372347707;F;1;A;0;5;0
0;0.752908967;M;0;A;30;5;0
0;0.752908967;M;0;A;20;3;0
0;0.752908967;F;1;A;50;4;0
0;0.739219713;M;0;A;0;3;0
0;0.147843943;F;1;A;50;5;1
0;0.084873374;M;0;A;50;5;0
0;0.145106092;F;1;A;50;5;0
0;0.509240246;F;1;A;50;4;0
0;0.131416838;M;0;A;50;5;0
0;0.334017796;M;0;A;50;3;0
0;0.646132786;F;1;A;0;4;0
0;0.585900068;M;0;A;10;3;0
0;0.585900068;F;1;A;50;4;0
0;0.380561259;M;0;A;20;4;0
0;0.213552361;M;0;A;50;4;0
0;0.273785079;M;0;A;0;3;0
0;0.988364134;M;0;A;50;4;0
0;0.851471595;M;0;A;50;4;0
1;0.818617385;M;0;A;0;3;0
0;0.804928131;M;0;A;0;4;0
0;0.8678987;M;0;A;50;4;0
0;0.503764545;M;0;A;10;5;0
0;0.851471595;M;0;A;50;4;0
0;0.407939767;M;0;A;0;4;0
0;0.999315537;M;0;A;20;5;0
0;0.958247776;M;0;A;0;3;0
0;0.914442163;M;0;A;50;4;0
0;0.331279945;F;1;A;50;4;1
0;0.914442163;F;1;A;50;5;0
0;0.596851472;M;0;A;50;4;0
0;0.752908967;M;0;A;20;3;0
0;0.772073922;F;1;A;10;4;0
0;0.31211499;F;1;A;20;3;0
0;0.837782341;M;0;A;50;5;0
0;0.328542095;M;0;A;0;2;0
0;0.914442163;M;0;A;30;4;0
0;0.944558522;M;0;A;20;3;0
0;0.654346338;M;0;A;10;3;0
0;0.084873374;M;0;A;50;4;0
0;0.177960301;M;0;A;0;4;0
0;0.755646817;M;0;A;0;5;0
0;0.837782341;M;0;A;0;4;0
0;0.851471595;F;1;A;50;5;0
0;0.657084189;M;0;A;20;3;0
0;0.550308008;M;0;A;40;5;0
0;0.032854209;M;0;A;50;4;0
0;0.046543463;M;0;A;20;3;0
0;0.511978097;M;0;A;0;3;0
0;0.815879535;M;0;A;30;3;0
0;0.167008898;M;0;A;0;3;0
0;0.062970568;M;0;A;0;3;0
0;0.48733744;M;0;A;0;3;0
0;0.791238878;M;0;A;40;4;1
0;0.117727584;M;0;A;50;3;0
0;0.156057495;M;0;A;0;4;0
0;0.876112252;M;0;A;0;3;0
0;0.62696783;F;1;A;0;3;0
0;0.585900068;M;0;A;50;4;0
0;0.084873374;M;0;A;50;6;0
0;0.791238878;M;0;A;0;3;0
0;0.596851472;M;0;A;50;3;0
0;0.561259411;M;0;A;0;3;0
0;0.585900068;M;0;A;50;3;0
0;0.331279945;F;1;A;0;4;0
0;0.380561259;M;0;A;0;4;0
0;0.561259411;M;0;A;50;3;0
0;0.503764545;M;0;A;50;4;0
0;0.503764545;M;0;A;50;5;0
0;0.38329911;M;0;A;40;3;0
0;0.774811773;M;0;A;0;3;1
0;0.999315537;M;0;A;10;3;0
0;0.20807666;M;0;A;20;3;0
0;0.999315537;M;0;A;40;3;0
0;0.829568789;M;0;A;0;3;0
0;0.224503765;F;1;A;20;3;0
0;0.213552361;M;0;A;20;3;0
0;0.41889117;M;0;A;40;4;0
0;0.503764545;M;0;A;10;6;0
0;0.793976728;M;0;A;0;5;0
0;0.232717317;M;0;A;0;2;0
0;0.128678987;M;0;A;40;4;0
0;0.131416838;M;0;A;50;3;0
0;0.309377139;M;0;A;10;4;0
0;0.52019165;M;0;A;0;4;0
0;0.355920602;M;0;A;20;4;0
0;0.303901437;M;0;A;0;3;0
0;0.336755647;M;0;A;30;4;0
0;0.060232717;M;0;A;50;4;0
0;0.495550993;F;1;A;20;3;0
0;0.31211499;M;0;A;50;5;0
0;0.703627652;M;0;A;0;3;0
0;0.334017796;M;0;A;30;5;0
0;0.553045859;M;0;A;50;4;0
0;0.980150582;M;0;A;40;3;0
0;0.720054757;M;0;A;0;4;0
0;0.17522245;M;0;A;0;4;0
0;0.284736482;M;0;A;50;5;0
0;0.114989733;M;0;A;0;2;0
0;0.167008898;M;0;A;50;4;0
0;0.689938398;M;0;A;10;4;0
0;0.752908967;M;0;A;50;4;0
0;0.501026694;M;0;A;20;3;0
0;0.752908967;M;0;A;50;4;0
0;0.298425736;M;0;A;20;3;0
0;0.476386037;M;0;A;10;6;0
0;0.334017796;M;0;A;50;4;0
0;0.446269678;M;0;A;0;6;1
0;0.136892539;M;0;A;50;5;0
0;0.180698152;M;0;A;0;3;0
0;0.62422998;M;0;A;30;3;0
0;0.339493498;M;0;A;0;4;0
1;0.854209446;M;0;A;0;5;0
0;0.060232717;M;0;A;0;4;0
0;0.580424367;M;0;A;0;4;0
0;0.084873374;M;0;A;10;4;0
0;0.084873374;M;0;A;50;5;0
0;0.062970568;M;0;A;50;5;0
0;0.084873374;M;0;A;50;4;0
0;0.325804244;M;0;A;50;4;0
0;0.5229295;M;0;A;20;3;0
0;0.585900068;M;0;A;0;3;0
0;0.41615332;M;0;A;0;3;0
0;0.607802875;M;0;A;0;3;0
0;0.676249144;M;0;A;0;4;0
0;0.429842574;M;0;A;40;4;0
0;0.457221082;M;0;A;0;4;0
0;0.065708419;M;0;A;30;3;0
0;0.999315537;M;0;A;10;3;0
0;0.287474333;M;0;A;50;3;0
0;0.495550993;M;0;A;10;3;0
0;0.542094456;M;0;A;50;5;0
0;0.752908967;M;0;A;50;3;0
0;0.993839836;M;0;A;50;4;0
0;0.769336071;M;0;A;10;3;0
0;0.320328542;M;0;A;10;3;2
0;0.845995893;M;0;A;0;5;0
0;0.999315537;M;0;A;50;3;0
0;0.76386037;M;0;A;50;5;0
0;0.996577687;M;0;A;0;3;0
0;0.295687885;F;1;A;50;3;0
0;0.999315537;M;0;A;50;3;0
0;0.952772074;M;0;A;50;4;0
0;0.999315537;M;0;A;50;4;0
0;0.665297741;F;1;A;50;3;0
0;0.476386037;M;0;A;50;4;0
0;0.503764545;M;0;A;50;4;0
0;0.219028063;M;0;A;0;6;0
0;0.388774812;M;0;A;0;4;0
0;0.988364134;M;0;A;0;5;0
0;0.098562628;M;0;A;0;3;0
0;0.262833676;M;0;A;50;3;0
0;0.057494867;M;0;A;10;3;0
0;0.509240246;M;0;A;50;5;0
0;0.952772074;M;0;A;50;4;0
0;0.999315537;M;0;A;10;3;0
0;0.980150582;M;0;A;10;4;0
0;0.490075291;M;0;A;50;5;0
0;0.999315537;M;0;A;50;4;0
0;0.503764545;M;0;A;20;3;0
0;0.999315537;M;0;A;50;5;0
0;0.971937029;M;0;A;50;3;0
0;0.41889117;M;0;A;20;4;0
0;0.41615332;M;0;A;10;4;0
0;0.145106092;M;0;A;50;4;0
0;0.06844627;M;0;A;0;3;0
0;0.191649555;M;0;A;40;3;0
0;0.736481862;M;0;A;0;5;0
0;0.542094456;F;1;A;0;4;0
0;0.503764545;M;0;A;0;3;0
0;0.700889802;F;1;A;0;4;0
0;0.999315537;M;0;A;50;4;0
0;0.687200548;M;0;A;0;4;0
0;0.1724846;M;0;A;50;4;0
0;0.999315537;M;0;A;40;3;0
0;0.698151951;M;0;A;10;4;0
0;0.914442163;M;0;A;50;5;0
0;0.5229295;M;0;A;40;4;0
0;0.41889117;M;0;A;50;4;0
0;0.914442163;M;0;A;30;4;0
0;0.914442163;M;0;A;50;3;0
0;0.785763176;M;0;A;0;3;0
0;0.887063655;M;0;A;50;3;0
0;0.060232717;F;1;A;0;2;0
0;0.517453799;M;0;A;0;4;0
0;0.164271047;M;0;A;10;4;0
0;0.142368241;M;0;A;50;4;0
0;0.999315537;M;0;A;50;4;0
0;0.837782341;M;0;A;0;3;0
0;0.290212183;M;0;A;0;4;0
0;0.569472964;F;1;A;20;3;0
0;0.45174538;M;0;A;10;3;0
0;0.856947296;M;0;A;10;3;0
0;0.958247776;M;0;A;0;4;0
0;0.547570157;M;0;A;0;4;0
0;0.509240246;M;0;A;0;4;0
0;0.334017796;F;1;A;50;4;0
0;0.558521561;M;0;A;50;3;0
0;0.334017796;M;0;A;10;3;0
0;0.446269678;M;0;A;0;4;0
0;0.714579055;M;0;A;0;3;0
0;0.06844627;M;0;A;50;4;0
0;0.492813142;M;0;A;30;3;0
0;0.651608487;M;0;A;0;3;0
0;0.914442163;M;0;A;30;4;0
0;0.837782341;M;0;A;50;4;0
0;0.443531828;M;0;A;0;4;0
0;0.251882272;M;0;A;10;4;0
0;0.150581793;M;0;A;30;3;0
0;0.262833676;M;0;A;10;4;0
0;0.145106092;M;0;A;0;5;0
0;0.413415469;F;1;A;50;4;0
0;0.752908967;M;0;A;50;4;0
0;0.752908967;M;0;A;50;3;0
1;0.468172485;M;0;A;0;3;0
0;0.944558522;M;0;A;0;4;0
1;0.670773443;M;0;A;50;4;0
0;0.249144422;M;0;A;0;3;0
0;0.052019165;M;0;A;50;3;0
0;0.167008898;M;0;A;50;4;0
0;0.646132786;M;0;A;0;3;0
0;0.377823409;M;0;A;0;3;1
0;0.511978097;M;0;A;0;3;0
0;0.167008898;F;1;A;10;4;0
0;0.005475702;F;1;A;0;4;0
0;0.670773443;M;0;A;10;4;0
0;0.670773443;M;0;A;50;4;0
0;0.525667351;M;0;A;20;3;0
0;0.06844627;M;0;A;0;5;0
0;0.24366872;M;0;A;0;4;0
1;0.670773443;M;0;A;0;3;0
0;0.167008898;M;0;A;10;5;0
0;0.6954141;M;0;A;0;3;0
0;0.158795346;M;0;A;50;3;0
0;0.164271047;M;0;A;0;3;0
0;0.596851472;M;0;A;30;4;0
0;0.561259411;M;0;A;50;3;0
0;0.041067762;M;0;A;0;3;0
0;0.084873374;M;0;A;0;4;0
0;0.585900068;M;0;A;0;3;0
0;0.585900068;M;0;A;50;4;0
0;0.084873374;F;1;A;50;4;0
0;0.005475702;M;0;A;10;3;0
0;0.602327173;M;0;A;0;5;0
1;0.774811773;M;0;A;0;3;0
0;0.714579055;M;0;A;0;3;0
0;0.837782341;M;0;A;50;4;0
1;0.339493498;F;1;A;0;4;0
0;0.758384668;M;0;A;20;3;0
0;0.837782341;F;1;A;50;3;0
0;0.084873374;M;0;A;10;3;0
0;0.350444901;M;0;A;0;2;0
0;0.010951403;F;1;A;0;4;0
0;0.334017796;M;0;A;10;3;0
0;0.084873374;M;0;A;10;5;0
0;0.569472964;M;0;A;0;3;0
0;0.574948665;M;0;A;0;3;0
0;0.084873374;M;0;A;30;3;0
0;0.186173854;M;0;A;20;3;0
0;0.533880904;M;0;A;40;3;0
0;0.158795346;M;0;A;0;2;0
0;0.084873374;F;1;A;20;3;0
0;0.087611225;M;0;A;0;4;0
0;0.503764545;M;0;A;50;4;0
0;0.503764545;M;0;A;50;4;0
0;0.999315537;M;0;A;50;3;0
0;0.369609856;M;0;A;50;4;0
0;0.27652293;M;0;A;50;4;0
0;0.292950034;M;0;A;20;3;0
0;0.281998631;M;0;A;0;3;0
0;0.62696783;M;0;A;0;4;0
0;0.607802875;M;0;A;50;4;0
0;0.837782341;M;0;A;50;4;0
0;0.999315537;F;1;A;50;3;0
0;0.396988364;F;1;A;50;5;0
0;0.090349076;F;1;A;0;3;0
0;0.999315537;M;0;A;40;3;0
0;0.736481862;M;0;A;50;5;0
0;0.41889117;M;0;A;20;4;0
0;0.999315537;M;0;A;50;3;0
0;0.24366872;M;0;A;0;4;0
0;0.503764545;M;0;A;40;4;0
0;0.503764545;M;0;A;50;3;0
0;0.492813142;F;1;A;50;4;0
0;0.528405202;F;1;A;20;3;0
0;0.465434634;M;0;A;20;3;0
0;0.662559891;M;0;A;10;4;0
0;0.435318275;M;0;A;40;6;0
1;0.999315537;M;0;A;50;4;0
0;0.914442163;M;0;A;50;5;0
0;0.914442163;M;0;A;50;3;0
0;0.202600958;M;0;A;0;3;0
0;0.375085558;F;1;A;10;3;0
0;0.413415469;M;0;A;10;3;0
0;0.720054757;M;0;A;10;4;0
0;0.079397673;M;0;A;50;4;0
0;0.38329911;F;1;A;10;4;0
0;0.101300479;F;1;A;0;3;0
0;0.914442163;M;0;A;10;2;0
0;0.914442163;F;1;A;50;3;0
0;0.394250513;M;0;A;0;5;0
0;0.41615332;M;0;A;50;3;0
0;0.10403833;M;0;A;30;4;0
0;0.914442163;M;0;A;0;3;0
0;0.41889117;M;0;A;30;2;0
0;0.492813142;M;0;A;50;4;0
0;0.41889117;M;0;A;20;5;0
0;0.914442163;M;0;A;30;3;0
0;0.34770705;M;0;A;50;3;0
0;0.005475702;M;0;A;50;3;0
0;0.41889117;M;0;A;0;6;0
0;0.394250513;M;0;A;0;5;0
0;0.752908967;U;0;M;10;0;5
0;0.670773443;U;0;M;20;0;5
0;0.585900068;U;0;M;20;0;5
0;0.251882272;U;0;M;20;0;3
0;0.251882272;U;0;M;10;0;0
0;0.837782341;U;0;M;20;0;5
0;0.334017796;U;0;M;20;0;5
0;0.251882272;U;0;M;20;0;5
0;0.167008898;U;0;M;20;0;5
0;0.084873374;U;0;M;10;0;5
0;0.914442163;U;0;M;0;0;4
0;0.454483231;U;0;M;20;0;5
0;0.752908967;U;0;M;10;0;5
0;0.251882272;U;0;M;20;0;5
0;0.251882272;U;0;M;20;0;5
0;0.752908967;U;0;M;10;0;4
0;0.752908967;U;0;M;10;0;4
0;0.249144422;U;0;M;20;0;5
0;0.030116359;U;0;M;20;0;4
